title,release_year,runtime,genre,rating,gross(M)
Willy Wonka & the Chocolate Factory,1971,100 min,Family,7.8,4
Willy Wonka & the Chocolate Factory,1971,100 min,Fantasy,7.8,4
Willy Wonka & the Chocolate Factory,1971,100 min,Musical,7.8,4
Manchester by the Sea,2016,137 min,Drama,7.8,47.7
The Untouchables,1987,119 min,Crime,7.8,76.27
The Untouchables,1987,119 min,Drama,7.8,76.27
The Untouchables,1987,119 min,Thriller,7.8,76.27
Skyfall,2012,143 min,Action,7.8,304.36
Skyfall,2012,143 min,Adventure,7.8,304.36
Skyfall,2012,143 min,Thriller,7.8,304.36
Taken,2008,90 min,Action,7.8,145
Taken,2008,90 min,Crime,7.8,145
Taken,2008,90 min,Thriller,7.8,145
Cast Away,2000,143 min,Adventure,7.8,233.63
Cast Away,2000,143 min,Drama,7.8,233.63
Cast Away,2000,143 min,Romance,7.8,233.63
The Fugitive,1993,130 min,Action,7.8,183.88
The Fugitive,1993,130 min,Crime,7.8,183.88
The Fugitive,1993,130 min,Drama,7.8,183.88
The Hobbit: The Desolation of Smaug,2013,161 min,Fantasy,7.8,258.37
I Saw the Devil,2010,144 min,Action,7.8,0.13
I Saw the Devil,2010,144 min,Crime,7.8,0.13
I Saw the Devil,2010,144 min,Thriller,7.8,0.13
Big Hero 6,2014,102 min,Animation,7.8,222.53
Big Hero 6,2014,102 min,Action,7.8,222.53
Big Hero 6,2014,102 min,Adventure,7.8,222.53
Boyz n the Hood,1991,112 min,Crime,7.8,57.5
Boyz n the Hood,1991,112 min,Drama,7.8,57.5
Misery,1990,107 min,Drama,7.8,61.28
Misery,1990,107 min,Thriller,7.8,61.28
Midnight Cowboy,1969,113 min,Drama,7.8,44.79
Mary Poppins,1964,139 min,Comedy,7.8,102.27
Mary Poppins,1964,139 min,Family,7.8,102.27
Mary Poppins,1964,139 min,Fantasy,7.8,102.27
The Holy Mountain,1973,114 min,Adventure,7.8,0.06
The Holy Mountain,1973,114 min,Drama,7.8,0.06
The Holy Mountain,1973,114 min,Fantasy,7.8,0.06
Gattaca,1997,106 min,Drama,7.8,12.34
Gattaca,1997,106 min,Sci-Fi,7.8,12.34
Gattaca,1997,106 min,Thriller,7.8,12.34
Glory,1989,122 min,Biography,7.8,26.83
Glory,1989,122 min,Drama,7.8,26.83
Glory,1989,122 min,History,7.8,26.83
Moon,2009,97 min,Drama,7.8,5.01
Moon,2009,97 min,Mystery,7.8,5.01
Moon,2009,97 min,Sci-Fi,7.8,5.01
The Right Stuff,1983,193 min,Adventure,7.8,21.5
The Right Stuff,1983,193 min,Biography,7.8,21.5
The Right Stuff,1983,193 min,Drama,7.8,21.5
Serenity,2005,119 min,Action,7.8,25.51
Serenity,2005,119 min,Adventure,7.8,25.51
Serenity,2005,119 min,Sci-Fi,7.8,25.51
Walk the Line,2005,136 min,Biography,7.8,119.52
Walk the Line,2005,136 min,Drama,7.8,119.52
Walk the Line,2005,136 min,Music,7.8,119.52
Awakenings,1990,121 min,Biography,7.8,52.1
Awakenings,1990,121 min,Drama,7.8,52.1
Pride,2014,119 min,Biography,7.8,0
Pride,2014,119 min,Comedy,7.8,0
Pride,2014,119 min,Drama,7.8,0
The Fall,2006,117 min,Adventure,7.8,2.28
The Fall,2006,117 min,Drama,7.8,2.28
The Fall,2006,117 min,Fantasy,7.8,2.28
Straight Outta Compton,2015,147 min,Biography,7.8,161.2
Straight Outta Compton,2015,147 min,Drama,7.8,161.2
Straight Outta Compton,2015,147 min,History,7.8,161.2
The Fighter,2010,116 min,Action,7.8,93.62
The Fighter,2010,116 min,Biography,7.8,93.62
The Fighter,2010,116 min,Drama,7.8,93.62
The Outlaw Josey Wales,1976,135 min,Western,7.8,31.8
Mississippi Burning,1988,128 min,Crime,7.8,34.6
Mississippi Burning,1988,128 min,Drama,7.8,34.6
Mississippi Burning,1988,128 min,Mystery,7.8,34.6
Kiki's Delivery Service,1989,103 min,Animation,7.8,0
Kiki's Delivery Service,1989,103 min,Family,7.8,0
Kiki's Delivery Service,1989,103 min,Fantasy,7.8,0
All That Jazz,1979,123 min,Drama,7.8,37.82
All That Jazz,1979,123 min,Music,7.8,37.82
All That Jazz,1979,123 min,Musical,7.8,37.82
Paddington 2,2017,103 min,Adventure,7.8,40.44
Paddington 2,2017,103 min,Comedy,7.8,40.44
Paddington 2,2017,103 min,Family,7.8,40.44
How to Train Your Dragon 2,2014,102 min,Animation,7.8,177
How to Train Your Dragon 2,2014,102 min,Action,7.8,177
How to Train Your Dragon 2,2014,102 min,Adventure,7.8,177
The Girl with the Dragon Tattoo,2009,152 min,Crime,7.8,10.1
The Girl with the Dragon Tattoo,2009,152 min,Drama,7.8,10.1
The Girl with the Dragon Tattoo,2009,152 min,Mystery,7.8,10.1
The King of Comedy,1982,109 min,Comedy,7.8,2.5
The King of Comedy,1982,109 min,Crime,7.8,2.5
The King of Comedy,1982,109 min,Drama,7.8,2.5
Red River,1948,133 min,Drama,7.8,0
Red River,1948,133 min,Western,7.8,0
The Day the Earth Stood Still,1951,92 min,Drama,7.8,0
The Day the Earth Stood Still,1951,92 min,Sci-Fi,7.8,0
The Insider,1999,157 min,Biography,7.8,28.97
The Insider,1999,157 min,Drama,7.8,28.97
The Insider,1999,157 min,Thriller,7.8,28.97
Dawn of the Dead,1978,127 min,Horror,7.8,5.1
Dawn of the Dead,1978,127 min,Thriller,7.8,5.1
Guess Who's Coming to Dinner,1967,108 min,Comedy,7.8,56.7
Guess Who's Coming to Dinner,1967,108 min,Drama,7.8,56.7
The Remains of the Day,1993,134 min,Drama,7.8,22.95
The Remains of the Day,1993,134 min,Romance,7.8,22.95
Changeling,2008,141 min,Biography,7.8,35.74
Changeling,2008,141 min,Crime,7.8,35.74
Changeling,2008,141 min,Drama,7.8,35.74
Hunt for the Wilderpeople,2016,101 min,Adventure,7.8,5.2
Hunt for the Wilderpeople,2016,101 min,Comedy,7.8,5.2
Hunt for the Wilderpeople,2016,101 min,Drama,7.8,5.2
Ed Wood,1994,127 min,Biography,7.8,5.89
Ed Wood,1994,127 min,Comedy,7.8,5.89
Ed Wood,1994,127 min,Drama,7.8,5.89
The Conversation,1974,113 min,Drama,7.8,4.42
The Conversation,1974,113 min,Mystery,7.8,4.42
The Conversation,1974,113 min,Thriller,7.8,4.42
My Fair Lady,1964,170 min,Drama,7.8,72
My Fair Lady,1964,170 min,Family,7.8,72
My Fair Lady,1964,170 min,Musical,7.8,72
Kramer vs. Kramer,1979,105 min,Drama,7.8,106.26
The Best Offer,2013,131 min,Crime,7.8,0.09
The Best Offer,2013,131 min,Drama,7.8,0.09
The Best Offer,2013,131 min,Mystery,7.8,0.09
Night of the Living Dead,1968,96 min,Horror,7.8,0.09
Night of the Living Dead,1968,96 min,Thriller,7.8,0.09
Cabaret,1972,124 min,Drama,7.8,42.77
Cabaret,1972,124 min,Music,7.8,42.77
Cabaret,1972,124 min,Musical,7.8,42.77
Days of Heaven,1978,94 min,Drama,7.8,0
Days of Heaven,1978,94 min,Romance,7.8,0
The Killing Fields,1984,141 min,Biography,7.8,34.7
The Killing Fields,1984,141 min,Drama,7.8,34.7
The Killing Fields,1984,141 min,History,7.8,34.7
October Sky,1999,108 min,Biography,7.8,32.48
October Sky,1999,108 min,Drama,7.8,32.48
October Sky,1999,108 min,Family,7.8,32.48
My Left Foot,1989,103 min,Biography,7.8,14.74
My Left Foot,1989,103 min,Drama,7.8,14.74
Once,2007,86 min,Drama,7.8,9.44
Once,2007,86 min,Music,7.8,9.44
Once,2007,86 min,Romance,7.8,9.44
All About My Mother,1999,101 min,Comedy,7.8,8.26
All About My Mother,1999,101 min,Drama,7.8,8.26
All About My Mother,1999,101 min,Romance,7.8,8.26
"Aguirre, the Wrath of God",1972,95 min,Action,7.8,0
"Aguirre, the Wrath of God",1972,95 min,Adventure,7.8,0
"Aguirre, the Wrath of God",1972,95 min,Biography,7.8,0
Mother,2009,129 min,Crime,7.8,0.55
Mother,2009,129 min,Drama,7.8,0.55
Mother,2009,129 min,Mystery,7.8,0.55
Letters from Iwo Jima,2006,141 min,Action,7.8,13.76
Letters from Iwo Jima,2006,141 min,Adventure,7.8,13.76
Letters from Iwo Jima,2006,141 min,Drama,7.8,13.76
Whisper of the Heart,1995,111 min,Animation,7.8,0
Whisper of the Heart,1995,111 min,Drama,7.8,0
Whisper of the Heart,1995,111 min,Family,7.8,0
The Day of the Jackal,1973,143 min,Crime,7.8,16.06
The Day of the Jackal,1973,143 min,Drama,7.8,16.06
The Day of the Jackal,1973,143 min,Thriller,7.8,16.06
Frankenstein,1931,70 min,Drama,7.8,0
Frankenstein,1931,70 min,Horror,7.8,0
Frankenstein,1931,70 min,Sci-Fi,7.8,0
Bringing Up Baby,1938,102 min,Comedy,7.8,0
The Chaser,2008,125 min,Action,7.8,0
The Chaser,2008,125 min,Crime,7.8,0
The Chaser,2008,125 min,Drama,7.8,0
Freaks,1932,64 min,Drama,7.8,0.63
Freaks,1932,64 min,Horror,7.8,0.63
Gaslight,1944,114 min,Crime,7.8,0
Gaslight,1944,114 min,Drama,7.8,0
Gaslight,1944,114 min,Mystery,7.8,0
East of Eden,1955,118 min,Drama,7.8,0
Manhattan,1979,96 min,Comedy,7.8,45.7
Manhattan,1979,96 min,Drama,7.8,45.7
Manhattan,1979,96 min,Romance,7.8,45.7
Breaking the Waves,1996,159 min,Drama,7.8,4.04
To Have and Have Not,1944,100 min,Adventure,7.8,0
To Have and Have Not,1944,100 min,Comedy,7.8,0
To Have and Have Not,1944,100 min,Film-Noir,7.8,0
Stagecoach,1939,96 min,Adventure,7.8,0
Stagecoach,1939,96 min,Drama,7.8,0
Stagecoach,1939,96 min,Western,7.8,0
Ninja Scroll,1993,94 min,Animation,7.8,0
Ninja Scroll,1993,94 min,Action,7.8,0
Ninja Scroll,1993,94 min,Adventure,7.8,0
Batman: Mask of the Phantasm,1993,76 min,Animation,7.8,5.62
Batman: Mask of the Phantasm,1993,76 min,Action,7.8,5.62
Batman: Mask of the Phantasm,1993,76 min,Adventure,7.8,5.62
Lilya 4-Ever,2002,109 min,Crime,7.8,0.18
Lilya 4-Ever,2002,109 min,Drama,7.8,0.18
The Lunchbox,2013,104 min,Drama,7.8,4.23
The Lunchbox,2013,104 min,Romance,7.8,4.23
Loving Vincent,2017,94 min,Animation,7.8,6.74
Loving Vincent,2017,94 min,Drama,7.8,6.74
Loving Vincent,2017,94 min,Mystery,7.8,6.74
The World's Fastest Indian,2005,127 min,Biography,7.8,5.13
The World's Fastest Indian,2005,127 min,Drama,7.8,5.13
The World's Fastest Indian,2005,127 min,Sport,7.8,5.13
Land of Mine,2015,100 min,Drama,7.8,0.44
Land of Mine,2015,100 min,History,7.8,0.44
Land of Mine,2015,100 min,War,7.8,0.44
Shadow of a Doubt,1943,108 min,Film-Noir,7.8,0
Shadow of a Doubt,1943,108 min,Thriller,7.8,0
Hannah and Her Sisters,1986,107 min,Comedy,7.8,40.08
Hannah and Her Sisters,1986,107 min,Drama,7.8,40.08
The White Ribbon,2009,144 min,Drama,7.8,2.22
The White Ribbon,2009,144 min,Mystery,7.8,2.22
The White Ribbon,2009,144 min,Thriller,7.8,2.22
The Bride of Frankenstein,1935,75 min,Drama,7.8,4.36
The Bride of Frankenstein,1935,75 min,Horror,7.8,4.36
The Bride of Frankenstein,1935,75 min,Sci-Fi,7.8,4.36
A Prophet,2009,155 min,Crime,7.8,2.08
A Prophet,2009,155 min,Drama,7.8,2.08
"I, Daniel Blake",2016,100 min,Drama,7.8,0.26
The Umbrellas of Cherbourg,1964,91 min,Drama,7.8,0.03
The Umbrellas of Cherbourg,1964,91 min,Musical,7.8,0.03
The Umbrellas of Cherbourg,1964,91 min,Romance,7.8,0.03
His Girl Friday,1940,92 min,Comedy,7.8,0.3
His Girl Friday,1940,92 min,Drama,7.8,0.3
His Girl Friday,1940,92 min,Romance,7.8,0.3
The Man Who Would Be King,1975,129 min,Adventure,7.8,0
The Man Who Would Be King,1975,129 min,War,7.8,0
Cowboy Bebop: The Movie,2001,115 min,Animation,7.8,1
Cowboy Bebop: The Movie,2001,115 min,Action,7.8,1
Cowboy Bebop: The Movie,2001,115 min,Crime,7.8,1
The Postman,1994,108 min,Biography,7.8,21.85
The Postman,1994,108 min,Comedy,7.8,21.85
The Postman,1994,108 min,Drama,7.8,21.85
The Innocents,1961,100 min,Horror,7.8,2.62
The Killer,1989,111 min,Action,7.8,0
The Killer,1989,111 min,Crime,7.8,0
The Killer,1989,111 min,Drama,7.8,0
The Asphalt Jungle,1950,112 min,Crime,7.8,0
The Asphalt Jungle,1950,112 min,Drama,7.8,0
The Asphalt Jungle,1950,112 min,Film-Noir,7.8,0
Once Upon a Time in Anatolia,2011,157 min,Crime,7.8,0.14
Once Upon a Time in Anatolia,2011,157 min,Drama,7.8,0.14
Once Upon a Time in Anatolia,2011,157 min,Thriller,7.8,0.14
You Can't Take It with You,1938,126 min,Comedy,7.8,4.66
You Can't Take It with You,1938,126 min,Drama,7.8,4.66
You Can't Take It with You,1938,126 min,Romance,7.8,4.66
L'Avventura,1960,144 min,Drama,7.8,0
L'Avventura,1960,144 min,Mystery,7.8,0
L'Avventura,1960,144 min,Romance,7.8,0
Crimes and Misdemeanors,1989,104 min,Comedy,7.8,18.25
Crimes and Misdemeanors,1989,104 min,Drama,7.8,18.25
The Chorus,2004,97 min,Comedy,7.8,3.64
The Chorus,2004,97 min,Drama,7.8,3.64
The Chorus,2004,97 min,Music,7.8,3.64
"Like Father, Like Son",2013,121 min,Drama,7.8,0.28
Duck Soup,1933,69 min,Comedy,7.8,0
Duck Soup,1933,69 min,Musical,7.8,0
Vivre Sa Vie,1962,85 min,Drama,7.8,0
The Discreet Charm of the Bourgeoisie,1972,102 min,Comedy,7.8,0.2
Tokyo Godfathers,2003,92 min,Animation,7.8,0.13
Tokyo Godfathers,2003,92 min,Adventure,7.8,0.13
Tokyo Godfathers,2003,92 min,Comedy,7.8,0.13
Veer Zaara,2004,192 min,Drama,7.8,2.92
Veer Zaara,2004,192 min,Family,7.8,2.92
Veer Zaara,2004,192 min,Musical,7.8,2.92
Millennium Actress,2001,87 min,Animation,7.8,0.19
Millennium Actress,2001,87 min,Drama,7.8,0.19
Millennium Actress,2001,87 min,Fantasy,7.8,0.19
My Life as a Zucchini,2016,70 min,Animation,7.8,0.29
My Life as a Zucchini,2016,70 min,Comedy,7.8,0.29
My Life as a Zucchini,2016,70 min,Drama,7.8,0.29
A Night at the Opera,1935,96 min,Comedy,7.8,2.54
A Night at the Opera,1935,96 min,Music,7.8,2.54
A Night at the Opera,1935,96 min,Musical,7.8,2.54
English Vinglish,2012,134 min,Comedy,7.8,1.67
English Vinglish,2012,134 min,Drama,7.8,1.67
English Vinglish,2012,134 min,Family,7.8,1.67
Knockin' on Heaven's Door,1997,87 min,Action,7.8,0
Knockin' on Heaven's Door,1997,87 min,Crime,7.8,0
Knockin' on Heaven's Door,1997,87 min,Comedy,7.8,0
Hindi Medium,2017,132 min,Comedy,7.8,0
Hindi Medium,2017,132 min,Drama,7.8,0
Vicky Donor,2012,126 min,Comedy,7.8,0.17
Vicky Donor,2012,126 min,Romance,7.8,0.17
The Whale,2022,117 min,Drama,7.7,0
The Banshees of Inisherin,2022,114 min,Comedy,7.7,0
The Banshees of Inisherin,2022,114 min,Drama,7.7,0
Aftersun,2022,102 min,Drama,7.7,0
Mission: Impossible - Fallout,2018,147 min,Action,7.7,220.16
Mission: Impossible - Fallout,2018,147 min,Adventure,7.7,220.16
Mission: Impossible - Fallout,2018,147 min,Thriller,7.7,220.16
The Goonies,1985,114 min,Adventure,7.7,61.5
The Goonies,1985,114 min,Comedy,7.7,61.5
The Goonies,1985,114 min,Family,7.7,61.5
Kingsman: The Secret Service,2014,129 min,Action,7.7,128.26
Kingsman: The Secret Service,2014,129 min,Adventure,7.7,128.26
Kingsman: The Secret Service,2014,129 min,Comedy,7.7,128.26
The Hangover,2009,100 min,Comedy,7.7,277.32
Harry Potter and the Goblet of Fire,2005,157 min,Adventure,7.7,290.01
Harry Potter and the Goblet of Fire,2005,157 min,Family,7.7,290.01
Harry Potter and the Goblet of Fire,2005,157 min,Fantasy,7.7,290.01
The Magnificent Seven,1960,128 min,Action,7.7,4.91
The Magnificent Seven,1960,128 min,Adventure,7.7,4.91
The Magnificent Seven,1960,128 min,Drama,7.7,4.91
Blazing Saddles,1974,93 min,Comedy,7.7,119.5
Blazing Saddles,1974,93 min,Western,7.7,119.5
Black Hawk Down,2001,144 min,Action,7.7,108.64
Black Hawk Down,2001,144 min,Drama,7.7,108.64
Black Hawk Down,2001,144 min,History,7.7,108.64
Ocean's Eleven,2001,116 min,Crime,7.7,183.42
Ocean's Eleven,2001,116 min,Thriller,7.7,183.42
Silver Linings Playbook,2012,122 min,Comedy,7.7,132.09
Silver Linings Playbook,2012,122 min,Drama,7.7,132.09
Silver Linings Playbook,2012,122 min,Romance,7.7,132.09
Zodiac,2007,157 min,Crime,7.7,33.08
Zodiac,2007,157 min,Drama,7.7,33.08
Zodiac,2007,157 min,Mystery,7.7,33.08
Blue Is the Warmest Colour,2013,180 min,Drama,7.7,2.2
Blue Is the Warmest Colour,2013,180 min,Romance,7.7,2.2
Wind River,2017,107 min,Crime,7.7,33.8
Wind River,2017,107 min,Drama,7.7,33.8
Wind River,2017,107 min,Mystery,7.7,33.8
Lost in Translation,2003,102 min,Comedy,7.7,44.59
Lost in Translation,2003,102 min,Drama,7.7,44.59
Ex Machina,2014,108 min,Drama,7.7,25.44
Ex Machina,2014,108 min,Sci-Fi,7.7,25.44
Ex Machina,2014,108 min,Thriller,7.7,25.44
And Your Mother Too,2001,106 min,Drama,7.7,13.62
Who Framed Roger Rabbit,1988,104 min,Animation,7.7,156.45
Who Framed Roger Rabbit,1988,104 min,Adventure,7.7,156.45
Who Framed Roger Rabbit,1988,104 min,Comedy,7.7,156.45
Airplane!,1980,88 min,Comedy,7.7,83.4
Harry Potter and the Deathly Hallows: Part 1,2010,146 min,Adventure,7.7,295.98
Harry Potter and the Deathly Hallows: Part 1,2010,146 min,Family,7.7,295.98
Harry Potter and the Deathly Hallows: Part 1,2010,146 min,Fantasy,7.7,295.98
3:10 to Yuma,2007,122 min,Action,7.7,53.61
3:10 to Yuma,2007,122 min,Crime,7.7,53.61
3:10 to Yuma,2007,122 min,Drama,7.7,53.61
Brokeback Mountain,2005,134 min,Drama,7.7,83.04
Brokeback Mountain,2005,134 min,Romance,7.7,83.04
500 Days of Summer,2009,95 min,Comedy,7.7,32.39
500 Days of Summer,2009,95 min,Drama,7.7,32.39
500 Days of Summer,2009,95 min,Romance,7.7,32.39
Primal Fear,1996,129 min,Crime,7.7,56.12
Primal Fear,1996,129 min,Drama,7.7,56.12
Primal Fear,1996,129 min,Mystery,7.7,56.12
Home Alone,1990,103 min,Comedy,7.7,285.76
Home Alone,1990,103 min,Family,7.7,285.76
Birdman or (The Unexpected Virtue of Ignorance),2014,119 min,Comedy,7.7,42.34
Birdman or (The Unexpected Virtue of Ignorance),2014,119 min,Drama,7.7,42.34
A Few Good Men,1992,138 min,Drama,7.7,141.34
A Few Good Men,1992,138 min,Thriller,7.7,141.34
Man on Fire,2004,146 min,Action,7.7,77.91
Man on Fire,2004,146 min,Crime,7.7,77.91
Man on Fire,2004,146 min,Drama,7.7,77.91
The French Connection,1971,104 min,Action,7.7,15.63
The French Connection,1971,104 min,Crime,7.7,15.63
The French Connection,1971,104 min,Drama,7.7,15.63
X-Men: First Class,2011,131 min,Action,7.7,146.41
X-Men: First Class,2011,131 min,Sci-Fi,7.7,146.41
The Lego Movie,2014,100 min,Animation,7.7,257.76
The Lego Movie,2014,100 min,Action,7.7,257.76
The Lego Movie,2014,100 min,Adventure,7.7,257.76
The Last of the Mohicans,1992,112 min,Action,7.7,75.51
The Last of the Mohicans,1992,112 min,Adventure,7.7,75.51
The Last of the Mohicans,1992,112 min,Drama,7.7,75.51
Mr. Nobody,2009,141 min,Drama,7.7,0
Mr. Nobody,2009,141 min,Fantasy,7.7,0
Mr. Nobody,2009,141 min,Romance,7.7,0
Blue Velvet,1986,120 min,Crime,7.7,8.55
Blue Velvet,1986,120 min,Drama,7.7,8.55
Blue Velvet,1986,120 min,Mystery,7.7,8.55
The Game,1997,129 min,Drama,7.7,48.32
The Game,1997,129 min,Mystery,7.7,48.32
The Game,1997,129 min,Thriller,7.7,48.32
Tangled,2010,100 min,Animation,7.7,200.82
Tangled,2010,100 min,Adventure,7.7,200.82
Tangled,2010,100 min,Comedy,7.7,200.82
Coraline,2009,100 min,Animation,7.7,75.29
Coraline,2009,100 min,Drama,7.7,75.29
Coraline,2009,100 min,Family,7.7,75.29
Toy Story 4,2019,100 min,Animation,7.7,434.04
Toy Story 4,2019,100 min,Adventure,7.7,434.04
Toy Story 4,2019,100 min,Comedy,7.7,434.04
Argo,2012,120 min,Biography,7.7,136.03
Argo,2012,120 min,Drama,7.7,136.03
Argo,2012,120 min,Thriller,7.7,136.03
Evil Dead II,1987,84 min,Comedy,7.7,5.92
Evil Dead II,1987,84 min,Horror,7.7,5.92
Star Trek II: The Wrath of Khan,1982,113 min,Action,7.7,78.91
Star Trek II: The Wrath of Khan,1982,113 min,Adventure,7.7,78.91
Star Trek II: The Wrath of Khan,1982,113 min,Sci-Fi,7.7,78.91
Deliverance,1972,109 min,Adventure,7.7,7.06
Deliverance,1972,109 min,Drama,7.7,7.06
Deliverance,1972,109 min,Thriller,7.7,7.06
The Count of Monte Cristo,2002,131 min,Action,7.7,54.23
The Count of Monte Cristo,2002,131 min,Adventure,7.7,54.23
The Count of Monte Cristo,2002,131 min,Drama,7.7,54.23
Training Day,2001,122 min,Action,7.7,76.63
Training Day,2001,122 min,Crime,7.7,76.63
Training Day,2001,122 min,Drama,7.7,76.63
Philadelphia,1993,125 min,Drama,7.7,77.32
The Fault in Our Stars,2014,126 min,Drama,7.7,124.87
The Fault in Our Stars,2014,126 min,Romance,7.7,124.87
Badlands,1973,94 min,Action,7.7,0
Badlands,1973,94 min,Crime,7.7,0
Badlands,1973,94 min,Drama,7.7,0
"O Brother, Where Art Thou?",2000,107 min,Adventure,7.7,45.51
"O Brother, Where Art Thou?",2000,107 min,Comedy,7.7,45.51
"O Brother, Where Art Thou?",2000,107 min,Crime,7.7,45.51
First Blood,1982,93 min,Action,7.7,47.21
First Blood,1982,93 min,Adventure,7.7,47.21
First Blood,1982,93 min,Thriller,7.7,47.21
Halloween,1978,91 min,Horror,7.7,47
Halloween,1978,91 min,Thriller,7.7,47
Another Round,2020,117 min,Drama,7.7,0
What's Eating Gilbert Grape,1993,118 min,Drama,7.7,9.17
Road to Perdition,2002,117 min,Crime,7.7,104.45
Road to Perdition,2002,117 min,Drama,7.7,104.45
Road to Perdition,2002,117 min,Thriller,7.7,104.45
The Machinist,2004,101 min,Drama,7.7,1.08
The Machinist,2004,101 min,Thriller,7.7,1.08
Gravity,2013,91 min,Drama,7.7,274.09
Gravity,2013,91 min,Sci-Fi,7.7,274.09
Gravity,2013,91 min,Thriller,7.7,274.09
Wreck-It Ralph,2012,101 min,Animation,7.7,189.42
Wreck-It Ralph,2012,101 min,Adventure,7.7,189.42
Wreck-It Ralph,2012,101 min,Comedy,7.7,189.42
Midnight in Paris,2011,94 min,Comedy,7.7,56.82
Midnight in Paris,2011,94 min,Fantasy,7.7,56.82
Midnight in Paris,2011,94 min,Romance,7.7,56.82
Crash,2004,112 min,Crime,7.7,54.58
Crash,2004,112 min,Drama,7.7,54.58
Crash,2004,112 min,Thriller,7.7,54.58
Sense and Sensibility,1995,136 min,Drama,7.7,43.18
Sense and Sensibility,1995,136 min,Romance,7.7,43.18
Apollo 13,1995,140 min,Adventure,7.7,173.84
Apollo 13,1995,140 min,Drama,7.7,173.84
Apollo 13,1995,140 min,History,7.7,173.84
Kung Fu Hustle,2004,99 min,Action,7.7,17.11
Kung Fu Hustle,2004,99 min,Comedy,7.7,17.11
Kung Fu Hustle,2004,99 min,Fantasy,7.7,17.11
Detachment,2011,98 min,Drama,7.7,0.07
Donnie Brasco,1997,127 min,Biography,7.7,41.91
Donnie Brasco,1997,127 min,Crime,7.7,41.91
Donnie Brasco,1997,127 min,Drama,7.7,41.91
The Color Purple,1985,154 min,Drama,7.7,98.47
The African Queen,1951,105 min,Adventure,7.7,0.54
The African Queen,1951,105 min,Drama,7.7,0.54
The African Queen,1951,105 min,Romance,7.7,0.54
When Harry Met Sally...,1989,95 min,Comedy,7.7,92.82
When Harry Met Sally...,1989,95 min,Drama,7.7,92.82
When Harry Met Sally...,1989,95 min,Romance,7.7,92.82
As Good as It Gets,1997,139 min,Comedy,7.7,148.48
As Good as It Gets,1997,139 min,Drama,7.7,148.48
As Good as It Gets,1997,139 min,Romance,7.7,148.48
Happiness,1998,134 min,Comedy,7.7,2.81
Happiness,1998,134 min,Drama,7.7,2.81
The Trial of the Chicago 7,2020,129 min,Drama,7.7,0
The Trial of the Chicago 7,2020,129 min,History,7.7,0
The Trial of the Chicago 7,2020,129 min,Thriller,7.7,0
The Boondock Saints,1999,108 min,Action,7.7,0.03
The Boondock Saints,1999,108 min,Thriller,7.7,0.03
Star Trek Into Darkness,2013,132 min,Action,7.7,228.78
Star Trek Into Darkness,2013,132 min,Adventure,7.7,228.78
Star Trek Into Darkness,2013,132 min,Sci-Fi,7.7,228.78
The Boy in the Striped Pajamas,2008,94 min,Drama,7.7,9.03
The Boy in the Striped Pajamas,2008,94 min,War,7.7,9.03
Empire of the Sun,1987,153 min,Drama,7.7,22.24
Empire of the Sun,1987,153 min,War,7.7,22.24
Lucky Number Slevin,2006,110 min,Crime,7.7,22.49
Lucky Number Slevin,2006,110 min,Drama,7.7,22.49
Lucky Number Slevin,2006,110 min,Thriller,7.7,22.49
Dirty Harry,1971,102 min,Action,7.7,35.9
Dirty Harry,1971,102 min,Crime,7.7,35.9
Dirty Harry,1971,102 min,Thriller,7.7,35.9
The Dirty Dozen,1967,150 min,Action,7.7,45.3
The Dirty Dozen,1967,150 min,Adventure,7.7,45.3
The Dirty Dozen,1967,150 min,War,7.7,45.3
Sound of Metal,2019,120 min,Drama,7.7,0
Sound of Metal,2019,120 min,Music,7.7,0
Fried Green Tomatoes,1991,130 min,Drama,7.7,82.42
Naked,1993,131 min,Comedy,7.7,1.77
Naked,1993,131 min,Drama,7.7,1.77
The Longest Day,1962,178 min,Action,7.7,39.1
The Longest Day,1962,178 min,Drama,7.7,39.1
The Longest Day,1962,178 min,History,7.7,39.1
The Theory of Everything,2014,123 min,Biography,7.7,35.89
The Theory of Everything,2014,123 min,Drama,7.7,35.89
The Theory of Everything,2014,123 min,Romance,7.7,35.89
Glengarry Glen Ross,1992,100 min,Crime,7.7,10.73
Glengarry Glen Ross,1992,100 min,Drama,7.7,10.73
Glengarry Glen Ross,1992,100 min,Mystery,7.7,10.73
Being John Malkovich,1999,113 min,Comedy,7.7,22.86
Being John Malkovich,1999,113 min,Drama,7.7,22.86
Being John Malkovich,1999,113 min,Fantasy,7.7,22.86
Goldfinger,1964,110 min,Action,7.7,51.08
Goldfinger,1964,110 min,Adventure,7.7,51.08
Goldfinger,1964,110 min,Thriller,7.7,51.08
Adaptation.,2002,115 min,Comedy,7.7,22.25
Adaptation.,2002,115 min,Drama,7.7,22.25
Flipped,2010,90 min,Comedy,7.7,1.75
Flipped,2010,90 min,Drama,7.7,1.75
Flipped,2010,90 min,Romance,7.7,1.75
A Man Called Ove,2015,116 min,Comedy,7.7,3.48
A Man Called Ove,2015,116 min,Drama,7.7,3.48
A Man Called Ove,2015,116 min,Romance,7.7,3.48
The Bourne Supremacy,2004,108 min,Action,7.7,176.24
The Bourne Supremacy,2004,108 min,Mystery,7.7,176.24
The Bourne Supremacy,2004,108 min,Thriller,7.7,176.24
